mcdi,base,alt,grammar,download_date,mcdi_id,category,avg_production,incl_reason,excl_reason
lady,lady,ladies',plural_possessive,9/13/24,363,people,0.25,,
lady,lady,lady,singular_noun,9/13/24,363,people,0.25,,
lady,lady,lady's,possessive,9/13/24,363,people,0.25,,
lady,lady,ladys,dumb_plural,9/13/24,363,people,0.25,,
lady,lady,ladys',dumb_plural_possessive,9/13/24,363,people,0.25,,
lamb,lamb,lamb,singular_noun,9/13/24,37,animals,0.31,,
lamb,lamb,lamb's,possessive,9/13/24,37,animals,0.31,,
lamb,lamb,lambs,"dumb_plural, plural_noun",9/13/24,37,animals,0.31,,
lamb,lamb,lambs',"dumb_plural_possessive, plural_possessive",9/13/24,37,animals,0.31,,
lamp,lamp,lamp,singular_noun,9/13/24,233,household,0.25,,
lamp,lamp,lamp's,possessive,9/13/24,233,household,0.25,,
lamp,lamp,lamps,"dumb_plural, plural_noun",9/13/24,233,household,0.25,,
lamp,lamp,lamps',"dumb_plural_possessive, plural_possessive",9/13/24,233,household,0.25,,
lawn mower,lawn mower,lawn mower,singular_noun,9/13/24,302,outside,0.27,,
lawn mower,lawn mower,lawn mower's,possessive,9/13/24,302,outside,0.27,,
lawn mower,lawn mower,lawn mowers,"dumb_plural, plural_noun",9/13/24,302,outside,0.27,,
lawn mower,lawn mower,lawn mowers',"dumb_plural_possessive, plural_possessive",9/13/24,302,outside,0.27,,
lawn mower,lawn mower,lawn+mower,singular_noun,9/13/24,302,outside,0.27,,
lawn mower,lawn mower,lawn+mower's,possessive,9/13/24,302,outside,0.27,,
lawn mower,lawn mower,lawn+mowers,"dumb_plural, plural_noun",9/13/24,302,outside,0.27,,
lawn mower,lawn mower,lawn+mowers',"dumb_plural_possessive, plural_possessive",9/13/24,302,outside,0.27,,
leg,leg,leg,singular_noun,9/13/24,199,body_parts,0.58,,
leg,leg,leg's,possessive,9/13/24,199,body_parts,0.58,,
leg,leg,legs,"dumb_plural, plural_noun",9/13/24,199,body_parts,0.58,,
leg,leg,legs',"dumb_plural_possessive, plural_possessive",9/13/24,199,body_parts,0.58,,
light,light,light,singular_noun,9/13/24,234,household,0.65,,
light,light,light's,possessive,9/13/24,234,household,0.65,,
light,light,lights,"dumb_plural, plural_noun",9/13/24,234,household,0.65,,
light,light,lights',"dumb_plural_possessive, plural_possessive",9/13/24,234,household,0.65,,
lion,lion,lion,singular_noun,9/13/24,38,animals,0.58,,
lion,lion,lion's,possessive,9/13/24,38,animals,0.58,,
lion,lion,lions,"dumb_plural, plural_noun",9/13/24,38,animals,0.58,,
lion,lion,lions',"dumb_plural_possessive, plural_possessive",9/13/24,38,animals,0.58,,
living room,living room,living room,singular_noun,9/13/24,277,furniture_rooms,0.27,,
living room,living room,living room's,possessive,9/13/24,277,furniture_rooms,0.27,,
living room,living room,living rooms,"dumb_plural, plural_noun",9/13/24,277,furniture_rooms,0.27,,
living room,living room,living rooms',"dumb_plural_possessive, plural_possessive",9/13/24,277,furniture_rooms,0.27,,
living room,living room,living+room,singular_noun,9/13/24,277,furniture_rooms,0.27,,
living room,living room,living+room's,possessive,9/13/24,277,furniture_rooms,0.27,,
living room,living room,living+rooms,"dumb_plural, plural_noun",9/13/24,277,furniture_rooms,0.27,,
living room,living room,living+rooms',"dumb_plural_possessive, plural_possessive",9/13/24,277,furniture_rooms,0.27,,
lollipop,lollipop,lollipop,singular_noun,9/13/24,122,food_drink,0.27,,
lollipop,lollipop,lollipop's,possessive,9/13/24,122,food_drink,0.27,,
lollipop,lollipop,lollipops,"dumb_plural, plural_noun",9/13/24,122,food_drink,0.27,,
lollipop,lollipop,lollipops',"dumb_plural_possessive, plural_possessive",9/13/24,122,food_drink,0.27,,
mailman,mailman,mail man,"singular_noun, syntax-corrected",9/13/24,364,people,0.17,,
mailman,mailman,mail man's,possessive,9/13/24,364,people,0.17,,
mailman,mailman,mail mans,dumb_plural,9/13/24,364,people,0.17,,
mailman,mailman,mail mans',dumb_plural_possessive,9/13/24,364,people,0.17,,
mailman,mailman,mail men,plural_noun,9/13/24,364,people,0.17,,
mailman,mailman,mail mens',plural_possessive,9/13/24,364,people,0.17,,
mailman,mailman,mail+man,"singular_noun, syntax-corrected",9/13/24,364,people,0.17,,
mailman,mailman,mail+man's,possessive,9/13/24,364,people,0.17,,
mailman,mailman,mail+mans,dumb_plural,9/13/24,364,people,0.17,,
mailman,mailman,mail+mans',dumb_plural_possessive,9/13/24,364,people,0.17,,
mailman,mailman,mail+men,plural_noun,9/13/24,364,people,0.17,,
mailman,mailman,mail+mens',plural_possessive,9/13/24,364,people,0.17,,
mailman,mailman,mailman,singular_noun,9/13/24,364,people,0.17,,
mailman,mailman,mailman's,possessive,9/13/24,364,people,0.17,,
mailman,mailman,mailmans,dumb_plural,9/13/24,364,people,0.17,,
mailman,mailman,mailmans',dumb_plural_possessive,9/13/24,364,people,0.17,,
mailman,mailman,mailmen,plural_noun,9/13/24,364,people,0.17,,
mailman,mailman,mailmens',plural_possessive,9/13/24,364,people,0.17,,
man,man,man,singular_noun,9/13/24,365,people,0.36,,
man,man,man's,possessive,9/13/24,365,people,0.36,,
man,man,mans,dumb_plural,9/13/24,365,people,0.36,,
man,man,mans',dumb_plural_possessive,9/13/24,365,people,0.36,,
man,man,men,plural_noun,9/13/24,365,people,0.36,,
man,man,mens',plural_possessive,9/13/24,365,people,0.36,,
meat,meat,meat,singular_noun,9/13/24,123,food_drink,0.37,,
meat,meat,meat's,possessive,9/13/24,123,food_drink,0.37,,
meat,meat,meats,"dumb_plural, plural_noun",9/13/24,123,food_drink,0.37,,
meat,meat,meats',"dumb_plural_possessive, plural_possessive",9/13/24,123,food_drink,0.37,,
medicine,medicine,medicine,singular_noun,9/13/24,235,household,0.44,,
medicine,medicine,medicine's,possessive,9/13/24,235,household,0.44,,
medicine,medicine,medicines,"dumb_plural, plural_noun",9/13/24,235,household,0.44,,
medicine,medicine,medicines',"dumb_plural_possessive, plural_possessive",9/13/24,235,household,0.44,,
melon,melon,melon,singular_noun,9/13/24,124,food_drink,0.29,,
melon,melon,melon's,possessive,9/13/24,124,food_drink,0.29,,
melon,melon,melons,"dumb_plural, plural_noun",9/13/24,124,food_drink,0.29,,
melon,melon,melons',"dumb_plural_possessive, plural_possessive",9/13/24,124,food_drink,0.29,,
milk,milk,milk,singular_noun,9/13/24,125,food_drink,0.81,,
milk,milk,milk's,possessive,9/13/24,125,food_drink,0.81,,
milk,milk,milks,"dumb_plural, plural_noun",9/13/24,125,food_drink,0.81,,
milk,milk,milks',"dumb_plural_possessive, plural_possessive",9/13/24,125,food_drink,0.81,,
mittens,mittens,mitten,singular_noun,9/13/24,168,clothing,0.33,,
mittens,mittens,mitten's,possessive,9/13/24,168,clothing,0.33,,
mittens,mittens,mittens,"dumb_plural, plural_noun",9/13/24,168,clothing,0.33,,
mittens,mittens,mittens',dumb_plural_possessive,9/13/24,168,clothing,0.33,,
mittens,mittens,mittenss,plural_noun,9/13/24,168,clothing,0.33,,
mittens,mittens,mittenss',plural_possessive,9/13/24,168,clothing,0.33,,
mommy*,mommy,mama,"diminutive, singular_noun",9/13/24,366,people,0.96,,
mommy*,mommy,mama's,possessive,9/13/24,366,people,0.96,,
mommy*,mommy,mamas,"dumb_plural, plural_noun",9/13/24,366,people,0.96,,
mommy*,mommy,mamas',"dumb_plural_possessive, plural_possessive",9/13/24,366,people,0.96,,
mommy*,mommy,mom,"diminutive, singular_noun",9/13/24,366,people,0.96,,
mommy*,mommy,mom's,possessive,9/13/24,366,people,0.96,,
mommy*,mommy,mommies,plural_noun,9/13/24,366,people,0.96,,
mommy*,mommy,mommies',plural_possessive,9/13/24,366,people,0.96,,
mommy*,mommy,mommy,singular_noun,9/13/24,366,people,0.96,,
mommy*,mommy,mommy's,possessive,9/13/24,366,people,0.96,,
mommy*,mommy,mommys,dumb_plural,9/13/24,366,people,0.96,,
mommy*,mommy,mommys',dumb_plural_possessive,9/13/24,366,people,0.96,,
mommy*,mommy,moms,"dumb_plural, plural_noun",9/13/24,366,people,0.96,,
mommy*,mommy,moms',"dumb_plural_possessive, plural_possessive",9/13/24,366,people,0.96,,
mommy*,mommy,mother,"diminutive, singular_noun",9/13/24,366,people,0.96,,
mommy*,mommy,mother's,possessive,9/13/24,366,people,0.96,,
mommy*,mommy,mothers,"dumb_plural, plural_noun",9/13/24,366,people,0.96,,
mommy*,mommy,mothers',"dumb_plural_possessive, plural_possessive",9/13/24,366,people,0.96,,
mommy*,mommy,mum,"diminutive, singular_noun",9/13/24,366,people,0.96,,
mommy*,mommy,mum's,possessive,9/13/24,366,people,0.96,,
mommy*,mommy,mummies,plural_noun,9/13/24,366,people,0.96,,
mommy*,mommy,mummies',plural_possessive,9/13/24,366,people,0.96,,
mommy*,mommy,mummy,"diminutive, singular_noun",9/13/24,366,people,0.96,,
mommy*,mommy,mummy's,possessive,9/13/24,366,people,0.96,,
mommy*,mommy,mummys,dumb_plural,9/13/24,366,people,0.96,,
mommy*,mommy,mummys',dumb_plural_possessive,9/13/24,366,people,0.96,,
mommy*,mommy,mums,"dumb_plural, plural_noun",9/13/24,366,people,0.96,,
mommy*,mommy,mums',"dumb_plural_possessive, plural_possessive",9/13/24,366,people,0.96,,
money,money,money,singular_noun,9/13/24,236,household,0.45,,
money,money,money's,possessive,9/13/24,236,household,0.45,,
money,money,moneys,dumb_plural,9/13/24,236,household,0.45,,
money,money,moneys',dumb_plural_possessive,9/13/24,236,household,0.45,,
money,money,monies,plural_noun,9/13/24,236,household,0.45,,
money,money,monies',plural_possessive,9/13/24,236,household,0.45,,
monkey,monkey,monkey,singular_noun,9/13/24,39,animals,0.69,,
monkey,monkey,monkey's,possessive,9/13/24,39,animals,0.69,,
monkey,monkey,monkeys,"dumb_plural, plural_noun",9/13/24,39,animals,0.69,,
monkey,monkey,monkeys',"dumb_plural_possessive, plural_possessive",9/13/24,39,animals,0.69,,
moon,moon,moon,singular_noun,9/13/24,303,outside,0.67,,
moon,moon,moon's,possessive,9/13/24,303,outside,0.67,,
moon,moon,moons,"dumb_plural, plural_noun",9/13/24,303,outside,0.67,,
moon,moon,moons',"dumb_plural_possessive, plural_possessive",9/13/24,303,outside,0.67,,
moose,moose,moose,"plural_noun, singular_noun",9/13/24,40,animals,0.24,,
moose,moose,moose's,possessive,9/13/24,40,animals,0.24,,
moose,moose,mooses,dumb_plural,9/13/24,40,animals,0.24,,
moose,moose,mooses',"dumb_plural_possessive, plural_possessive",9/13/24,40,animals,0.24,,
mop,mop,mop,singular_noun,9/13/24,237,household,0.19,,
mop,mop,mop's,possessive,9/13/24,237,household,0.19,,
mop,mop,mops,"dumb_plural, plural_noun",9/13/24,237,household,0.19,,
mop,mop,mops',"dumb_plural_possessive, plural_possessive",9/13/24,237,household,0.19,,
motorcycle,motorcycle,motor cycle,"singular_noun, syntax-corrected",9/13/24,63,vehicles,0.41,,
motorcycle,motorcycle,motor cycle's,possessive,9/13/24,63,vehicles,0.41,,
motorcycle,motorcycle,motor cycles,"dumb_plural, plural_noun",9/13/24,63,vehicles,0.41,,
motorcycle,motorcycle,motor cycles',"dumb_plural_possessive, plural_possessive",9/13/24,63,vehicles,0.41,,
motorcycle,motorcycle,motor+cycle,"singular_noun, syntax-corrected",9/13/24,63,vehicles,0.41,,
motorcycle,motorcycle,motor+cycle's,possessive,9/13/24,63,vehicles,0.41,,
motorcycle,motorcycle,motor+cycles,"dumb_plural, plural_noun",9/13/24,63,vehicles,0.41,,
motorcycle,motorcycle,motor+cycles',"dumb_plural_possessive, plural_possessive",9/13/24,63,vehicles,0.41,,
motorcycle,motorcycle,motorcycle,singular_noun,9/13/24,63,vehicles,0.41,,
motorcycle,motorcycle,motorcycle's,possessive,9/13/24,63,vehicles,0.41,,
motorcycle,motorcycle,motorcycles,"dumb_plural, plural_noun",9/13/24,63,vehicles,0.41,,
motorcycle,motorcycle,motorcycles',"dumb_plural_possessive, plural_possessive",9/13/24,63,vehicles,0.41,,
mouse,mouse,mice,plural_noun,9/13/24,41,animals,0.55,,
mouse,mouse,mices',plural_possessive,9/13/24,41,animals,0.55,,
mouse,mouse,mouse,singular_noun,9/13/24,41,animals,0.55,,
mouse,mouse,mouse's,possessive,9/13/24,41,animals,0.55,,
mouse,mouse,mouses,dumb_plural,9/13/24,41,animals,0.55,,
mouse,mouse,mouses',dumb_plural_possessive,9/13/24,41,animals,0.55,,
mouth,mouth,mouth,singular_noun,9/13/24,201,body_parts,0.72,,
mouth,mouth,mouth's,possessive,9/13/24,201,body_parts,0.72,,
mouth,mouth,mouths,"dumb_plural, plural_noun",9/13/24,201,body_parts,0.72,,
mouth,mouth,mouths',"dumb_plural_possessive, plural_possessive",9/13/24,201,body_parts,0.72,,
movie,movie,movie,singular_noun,9/13/24,335,places,0.26,,
movie,movie,movie's,possessive,9/13/24,335,places,0.26,,
movie,movie,movies,"dumb_plural, plural_noun",9/13/24,335,places,0.26,,
movie,movie,movies',"dumb_plural_possessive, plural_possessive",9/13/24,335,places,0.26,,
muffin,muffin,muffin,singular_noun,9/13/24,126,food_drink,0.39,,
muffin,muffin,muffin's,possessive,9/13/24,126,food_drink,0.39,,
muffin,muffin,muffins,"dumb_plural, plural_noun",9/13/24,126,food_drink,0.39,,
muffin,muffin,muffins',"dumb_plural_possessive, plural_possessive",9/13/24,126,food_drink,0.39,,
nail,nail,nail,singular_noun,9/13/24,238,household,0.21,,
nail,nail,nail's,possessive,9/13/24,238,household,0.21,,
nail,nail,nails,"dumb_plural, plural_noun",9/13/24,238,household,0.21,,
nail,nail,nails',"dumb_plural_possessive, plural_possessive",9/13/24,238,household,0.21,,
napkin,napkin,napkin,singular_noun,9/13/24,239,household,0.42,,
napkin,napkin,napkin's,possessive,9/13/24,239,household,0.42,,
napkin,napkin,napkins,"dumb_plural, plural_noun",9/13/24,239,household,0.42,,
napkin,napkin,napkins',"dumb_plural_possessive, plural_possessive",9/13/24,239,household,0.42,,
necklace,necklace,neck lace,"singular_noun, syntax-corrected",9/13/24,169,clothing,0.35,,
necklace,necklace,neck lace's,possessive,9/13/24,169,clothing,0.35,,
necklace,necklace,neck laces,"dumb_plural, plural_noun",9/13/24,169,clothing,0.35,,
necklace,necklace,neck laces',"dumb_plural_possessive, plural_possessive",9/13/24,169,clothing,0.35,,
necklace,necklace,neck+lace,"singular_noun, syntax-corrected",9/13/24,169,clothing,0.35,,
necklace,necklace,neck+lace's,possessive,9/13/24,169,clothing,0.35,,
necklace,necklace,neck+laces,"dumb_plural, plural_noun",9/13/24,169,clothing,0.35,,
necklace,necklace,neck+laces',"dumb_plural_possessive, plural_possessive",9/13/24,169,clothing,0.35,,
necklace,necklace,necklace,singular_noun,9/13/24,169,clothing,0.35,,
necklace,necklace,necklace's,possessive,9/13/24,169,clothing,0.35,,
necklace,necklace,necklaces,"dumb_plural, plural_noun",9/13/24,169,clothing,0.35,,
necklace,necklace,necklaces',"dumb_plural_possessive, plural_possessive",9/13/24,169,clothing,0.35,,
noodles,noodles,noodle,singular_noun,9/13/24,127,food_drink,0.51,,
noodles,noodles,noodle's,possessive,9/13/24,127,food_drink,0.51,,
noodles,noodles,noodles,"dumb_plural, plural_noun",9/13/24,127,food_drink,0.51,,
noodles,noodles,noodles',dumb_plural_possessive,9/13/24,127,food_drink,0.51,,
noodles,noodles,noodless,plural_noun,9/13/24,127,food_drink,0.51,,
noodles,noodles,noodless',plural_possessive,9/13/24,127,food_drink,0.51,,
nose,nose,nose,singular_noun,9/13/24,202,body_parts,0.85,,
nose,nose,nose's,possessive,9/13/24,202,body_parts,0.85,,
nose,nose,noses,"dumb_plural, plural_noun",9/13/24,202,body_parts,0.85,,
nose,nose,noses',"dumb_plural_possessive, plural_possessive",9/13/24,202,body_parts,0.85,,
nurse,nurse,nurse,singular_noun,9/13/24,367,people,0.08,,
nurse,nurse,nurse's,possessive,9/13/24,367,people,0.08,,
nurse,nurse,nurses,"dumb_plural, plural_noun",9/13/24,367,people,0.08,,
nurse,nurse,nurses',"dumb_plural_possessive, plural_possessive",9/13/24,367,people,0.08,,
nuts,nuts,nut,singular_noun,9/13/24,128,food_drink,0.31,,
nuts,nuts,nut's,possessive,9/13/24,128,food_drink,0.31,,
nuts,nuts,nuts,"dumb_plural, plural_noun",9/13/24,128,food_drink,0.31,,
nuts,nuts,nuts',dumb_plural_possessive,9/13/24,128,food_drink,0.31,,
nuts,nuts,nutss,plural_noun,9/13/24,128,food_drink,0.31,,
nuts,nuts,nutss',plural_possessive,9/13/24,128,food_drink,0.31,,
orange (food),orange,orange,singular_noun,9/13/24,129,food_drink,0.61,,
orange (food),orange,orange's,possessive,9/13/24,129,food_drink,0.61,,
orange (food),orange,oranges,"dumb_plural, plural_noun",9/13/24,129,food_drink,0.61,,
orange (food),orange,oranges',"dumb_plural_possessive, plural_possessive",9/13/24,129,food_drink,0.61,,
outside,outside,out side,"singular_noun, syntax-corrected",9/13/24,336,places,0.69,,
outside,outside,out side's,possessive,9/13/24,336,places,0.69,,
outside,outside,out sides,"dumb_plural, plural_noun",9/13/24,336,places,0.69,,
outside,outside,out sides',"dumb_plural_possessive, plural_possessive",9/13/24,336,places,0.69,,
outside,outside,out+side,"singular_noun, syntax-corrected",9/13/24,336,places,0.69,,
outside,outside,out+side's,possessive,9/13/24,336,places,0.69,,
outside,outside,out+sides,"dumb_plural, plural_noun",9/13/24,336,places,0.69,,
outside,outside,out+sides',"dumb_plural_possessive, plural_possessive",9/13/24,336,places,0.69,,
outside,outside,outside,singular_noun,9/13/24,336,places,0.69,,
outside,outside,outside's,possessive,9/13/24,336,places,0.69,,
outside,outside,outsides,"dumb_plural, plural_noun",9/13/24,336,places,0.69,,
outside,outside,outsides',"dumb_plural_possessive, plural_possessive",9/13/24,336,places,0.69,,
oven,oven,oven,singular_noun,9/13/24,278,furniture_rooms,0.31,,
oven,oven,oven's,possessive,9/13/24,278,furniture_rooms,0.31,,
oven,oven,ovens,"dumb_plural, plural_noun",9/13/24,278,furniture_rooms,0.31,,
oven,oven,ovens',"dumb_plural_possessive, plural_possessive",9/13/24,278,furniture_rooms,0.31,,
owie/boo boo,owie,owie,singular_noun,9/13/24,203,body_parts,0.72,,
owie/boo boo,owie,owie's,possessive,9/13/24,203,body_parts,0.72,,
owie/boo boo,owie,owies,"dumb_plural, plural_noun",9/13/24,203,body_parts,0.72,,
owie/boo boo,owie,owies',"dumb_plural_possessive, plural_possessive",9/13/24,203,body_parts,0.72,,
owl,owl,owl,singular_noun,9/13/24,42,animals,0.51,,
owl,owl,owl's,possessive,9/13/24,42,animals,0.51,,
owl,owl,owls,"dumb_plural, plural_noun",9/13/24,42,animals,0.51,,
owl,owl,owls',"dumb_plural_possessive, plural_possessive",9/13/24,42,animals,0.51,,
pajamas,pajamas,jammies,"diminutive, singular_noun",9/13/24,170,clothing,0.58,,
pajamas,pajamas,jammiess,plural_noun,9/13/24,170,clothing,0.58,,
pajamas,pajamas,jammiess',plural_possessive,9/13/24,170,clothing,0.58,,
pajamas,pajamas,jammy,singular_noun,9/13/24,170,clothing,0.58,,
pajamas,pajamas,jammy's,possessive,9/13/24,170,clothing,0.58,,
pajamas,pajamas,jammys,dumb_plural,9/13/24,170,clothing,0.58,,
pajamas,pajamas,jammys',dumb_plural_possessive,9/13/24,170,clothing,0.58,,
pajamas,pajamas,pajamas,"plural_noun, singular_noun",9/13/24,170,clothing,0.58,,
pajamas,pajamas,pajamas',plural_possessive,9/13/24,170,clothing,0.58,,
pajamas,pajamas,pajamas's,possessive,9/13/24,170,clothing,0.58,,
pajamas,pajamas,pajamass,dumb_plural,9/13/24,170,clothing,0.58,,
pajamas,pajamas,pajamass',dumb_plural_possessive,9/13/24,170,clothing,0.58,,
pancake,pancake,pan cake,"singular_noun, syntax-corrected",9/13/24,130,food_drink,0.5,,
pancake,pancake,pan cake's,possessive,9/13/24,130,food_drink,0.5,,
pancake,pancake,pan cakes,"dumb_plural, plural_noun",9/13/24,130,food_drink,0.5,,
pancake,pancake,pan cakes',"dumb_plural_possessive, plural_possessive",9/13/24,130,food_drink,0.5,,
pancake,pancake,pan+cake,"singular_noun, syntax-corrected",9/13/24,130,food_drink,0.5,,
pancake,pancake,pan+cake's,possessive,9/13/24,130,food_drink,0.5,,
pancake,pancake,pan+cakes,"dumb_plural, plural_noun",9/13/24,130,food_drink,0.5,,
pancake,pancake,pan+cakes',"dumb_plural_possessive, plural_possessive",9/13/24,130,food_drink,0.5,,
pancake,pancake,pancake,singular_noun,9/13/24,130,food_drink,0.5,,
pancake,pancake,pancake's,possessive,9/13/24,130,food_drink,0.5,,
pancake,pancake,pancakes,"dumb_plural, plural_noun",9/13/24,130,food_drink,0.5,,
pancake,pancake,pancakes',"dumb_plural_possessive, plural_possessive",9/13/24,130,food_drink,0.5,,
pants,pants,pant,singular_noun,9/13/24,171,clothing,0.66,,
pants,pants,pant's,possessive,9/13/24,171,clothing,0.66,,
pants,pants,pants,"dumb_plural, plural_noun",9/13/24,171,clothing,0.66,,
pants,pants,pants',dumb_plural_possessive,9/13/24,171,clothing,0.66,,
pants,pants,pantss,plural_noun,9/13/24,171,clothing,0.66,,
pants,pants,pantss',plural_possessive,9/13/24,171,clothing,0.66,,
paper,paper,paper,singular_noun,9/13/24,240,household,0.58,,
paper,paper,paper's,possessive,9/13/24,240,household,0.58,,
paper,paper,papers,"dumb_plural, plural_noun",9/13/24,240,household,0.58,,
paper,paper,papers',"dumb_plural_possessive, plural_possessive",9/13/24,240,household,0.58,,
park,park,park,singular_noun,9/13/24,337,places,0.59,,
park,park,park's,possessive,9/13/24,337,places,0.59,,
park,park,parks,"dumb_plural, plural_noun",9/13/24,337,places,0.59,,
park,park,parks',"dumb_plural_possessive, plural_possessive",9/13/24,337,places,0.59,,
party,party,parties,plural_noun,9/13/24,338,places,0.35,,
party,party,parties',plural_possessive,9/13/24,338,places,0.35,,
party,party,party,singular_noun,9/13/24,338,places,0.35,,
party,party,party's,possessive,9/13/24,338,places,0.35,,
party,party,partys,dumb_plural,9/13/24,338,places,0.35,,
party,party,partys',dumb_plural_possessive,9/13/24,338,places,0.35,,
peanut butter,peanut butter,peanut butter,"plural_noun, singular_noun",9/13/24,132,food_drink,0.46,,
peanut butter,peanut butter,peanut butter's,possessive,9/13/24,132,food_drink,0.46,,
peanut butter,peanut butter,peanut butters,dumb_plural,9/13/24,132,food_drink,0.46,,
peanut butter,peanut butter,peanut butters',"dumb_plural_possessive, plural_possessive",9/13/24,132,food_drink,0.46,,
peanut butter,peanut butter,peanut+butter,"plural_noun, singular_noun",9/13/24,132,food_drink,0.46,,
peanut butter,peanut butter,peanut+butter's,possessive,9/13/24,132,food_drink,0.46,,
peanut butter,peanut butter,peanut+butters,dumb_plural,9/13/24,132,food_drink,0.46,,
peanut butter,peanut butter,peanut+butters',"dumb_plural_possessive, plural_possessive",9/13/24,132,food_drink,0.46,,
peas,peas,pea,singular_noun,9/13/24,131,food_drink,0.47,,
peas,peas,pea's,possessive,9/13/24,131,food_drink,0.47,,
peas,peas,peas,"dumb_plural, plural_noun",9/13/24,131,food_drink,0.47,,
peas,peas,peas',dumb_plural_possessive,9/13/24,131,food_drink,0.47,,
peas,peas,peass,plural_noun,9/13/24,131,food_drink,0.47,,
peas,peas,peass',plural_possessive,9/13/24,131,food_drink,0.47,,
pen,pen,pen,singular_noun,9/13/24,81,toys,0.43,,
pen,pen,pen's,possessive,9/13/24,81,toys,0.43,,
pen,pen,pens,"dumb_plural, plural_noun",9/13/24,81,toys,0.43,,
pen,pen,pens',"dumb_plural_possessive, plural_possessive",9/13/24,81,toys,0.43,,
pencil,pencil,pencil,singular_noun,9/13/24,82,toys,0.34,,
pencil,pencil,pencil's,possessive,9/13/24,82,toys,0.34,,
pencil,pencil,pencils,"dumb_plural, plural_noun",9/13/24,82,toys,0.34,,
pencil,pencil,pencils',"dumb_plural_possessive, plural_possessive",9/13/24,82,toys,0.34,,
penguin,penguin,penguin,singular_noun,9/13/24,43,animals,0.39,,
penguin,penguin,penguin's,possessive,9/13/24,43,animals,0.39,,
penguin,penguin,penguins,"dumb_plural, plural_noun",9/13/24,43,animals,0.39,,
penguin,penguin,penguins',"dumb_plural_possessive, plural_possessive",9/13/24,43,animals,0.39,,
penis*,penis,peni,singular_noun,9/13/24,204,body_parts,0.4,,
penis*,penis,peni's,possessive,9/13/24,204,body_parts,0.4,,
penis*,penis,penis,"dumb_plural, singular_noun",9/13/24,204,body_parts,0.4,,
penis*,penis,penis',dumb_plural_possessive,9/13/24,204,body_parts,0.4,,
penis*,penis,penises,plural_noun,9/13/24,204,body_parts,0.4,,
penis*,penis,penises',plural_possessive,9/13/24,204,body_parts,0.4,,
penny,penny,pennies,plural_noun,9/13/24,241,household,0.22,,
penny,penny,pennies',plural_possessive,9/13/24,241,household,0.22,,
penny,penny,penny,singular_noun,9/13/24,241,household,0.22,,
penny,penny,penny's,possessive,9/13/24,241,household,0.22,,
penny,penny,pennys,dumb_plural,9/13/24,241,household,0.22,,
penny,penny,pennys',dumb_plural_possessive,9/13/24,241,household,0.22,,
people,people,people,plural_noun,9/13/24,369,people,0.3,,
people,people,peoples,plural_noun,9/13/24,369,people,0.3,,
people,people,peoples',plural_possessive,9/13/24,369,people,0.3,,
people,people,person,singular_noun,9/13/24,369,people,0.3,,
people,people,person's,possessive,9/13/24,369,people,0.3,,
people,people,persons,dumb_plural,9/13/24,369,people,0.3,,
people,people,persons',dumb_plural_possessive,9/13/24,369,people,0.3,,
person,person,people,plural_noun,9/13/24,370,people,0.11,,
person,person,peoples',plural_possessive,9/13/24,370,people,0.11,,
person,person,person,singular_noun,9/13/24,370,people,0.11,,
person,person,person's,possessive,9/13/24,370,people,0.11,,
person,person,persons,dumb_plural,9/13/24,370,people,0.11,,
person,person,persons',dumb_plural_possessive,9/13/24,370,people,0.11,,
pet's name,pet's name,pet's name,singular_noun,9/13/24,371,people,0.56,,
pet's name,pet's name,pet's name's,possessive,9/13/24,371,people,0.56,,
pet's name,pet's name,pet's names,"dumb_plural, plural_noun",9/13/24,371,people,0.56,,
pet's name,pet's name,pet's names',"dumb_plural_possessive, plural_possessive",9/13/24,371,people,0.56,,
pet's name,pet's name,pet's+name,singular_noun,9/13/24,371,people,0.56,,
pet's name,pet's name,pet's+name's,possessive,9/13/24,371,people,0.56,,
pet's name,pet's name,pet's+names,"dumb_plural, plural_noun",9/13/24,371,people,0.56,,
pet's name,pet's name,pet's+names',"dumb_plural_possessive, plural_possessive",9/13/24,371,people,0.56,,
pickle,pickle,pickle,singular_noun,9/13/24,133,food_drink,0.33,,
pickle,pickle,pickle's,possessive,9/13/24,133,food_drink,0.33,,
pickle,pickle,pickles,"dumb_plural, plural_noun",9/13/24,133,food_drink,0.33,,
pickle,pickle,pickles',"dumb_plural_possessive, plural_possessive",9/13/24,133,food_drink,0.33,,
picnic,picnic,picnic,singular_noun,9/13/24,339,places,0.19,,
picnic,picnic,picnic's,possessive,9/13/24,339,places,0.19,,
picnic,picnic,picnics,"dumb_plural, plural_noun",9/13/24,339,places,0.19,,
picnic,picnic,picnics',"dumb_plural_possessive, plural_possessive",9/13/24,339,places,0.19,,
picture,picture,picture,singular_noun,9/13/24,242,household,0.47,,
picture,picture,picture's,possessive,9/13/24,242,household,0.47,,
picture,picture,pictures,"dumb_plural, plural_noun",9/13/24,242,household,0.47,,
picture,picture,pictures',"dumb_plural_possessive, plural_possessive",9/13/24,242,household,0.47,,
pig,pig,pig,singular_noun,9/13/24,44,animals,0.69,,
pig,pig,pig's,possessive,9/13/24,44,animals,0.69,,
pig,pig,piggie,"diminutive, singular_noun",9/13/24,44,animals,0.69,,
pig,pig,piggie's,possessive,9/13/24,44,animals,0.69,,
